hometown,race,Hispanic,sexual_orientation,gender,trans,first_gen,disables,household_income,athlete,rotc,secondary_school,classes_ap,classes_ib,classes_honors,classes_dual,extracurriculars,ai,gap_year,admissions,other_univ,sat_binary,sat_score,act_binary,act_score,admissions_assistance,legacy,legacy_binary,three_reasons,activities,college_accepted,college_switch,pre_professional,commons_house,commons_house_wish,financial_aid,merit_scholar,loans,greek_life,political_ideology,divest,abolish_gl,administration_politics,affirmative_action,legacy_opinion,abortion,gender_affirming_care,gun_control,vote,sex,romantic_relationships,alcohol,weed,drugs,fake_id
Rhode Island,White/Caucasian,No,Heterosexual,Male,No,No,No,"$1,000,000 or more",No,No,Private,5,My school did not offer,7,My school did not offer,"Athletics, Community Service, Internship (unpaid), Speech and Debate",No,No,EDI,,Yes,1540,No,,No,No,No,"Academics, School size, Brand name/rankings",Campus tour,College of Arts of Science,No,No,West,Hank Ingram,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",3,4,4,3,2,3,6,3,5,"Yes, in my home state/country",Yes,1,Twice a week,Never,None,Connecticut
Georgia,White/Caucasian,No,Heterosexual,Male,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,3,8,"Academic Clubs/Competition, Community Service, Theater, Lots of Gaming clubs",No,No,Regular Decision,"Georgia tech, UGA",Yes,1550,No,,No,No,No,"Academics, Post-grad opportunities, Brand name/rankings","Anchor Day, Anchor Day (admitted students day)",School of Engineering,No,No,Stambaugh,Stambaugh,"Yes, more than half the cost of attendance",No,"$100,000 - $149,999","Yes, I plan to participate in IFC recruitment",3,3,1,1,5,5,3,6,6,"I am eligible to vote, but am not registered",Yes,5,Once a week,Once a semester,Adderall,Georgia
Maryland,African American/Black,No,Heterosexual,Female,No,Yes,No,"$0 - $49,999",No,No,Public,9,My school did not offer,9,2,"Academic Clubs/Competition, Community Service",No,No,Regular Decision,"George Washington, Carnegie Mellon, penn state, uscb, UC davis",No,,No,,No,No,No,"Cost, Academics, Post-grad opportunities",None,College of Arts of Science,No,No,North,Stambaugh,"Yes, full cost of attendence",No,$0 ,Not sure,3,4,4,4,5,1,6,4,7,"I am eligible to vote, but am not registered",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Massachusetts,White/Caucasian,No,Heterosexual,Male,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,10+,My school did not offer,"Religious group, Speech and Debate, Student Government, Work/Internship (Paid)",Yes,No,EDI,,Yes,1580,No,,No,No,No,"Cost, Academics, Brand name/rankings",None,College of Arts of Science,No,No,Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,"$100,000 - $149,999",No,7,3,1,1,1,3,1,1,1,"Yes, in my home state/country",No,0,Once a semester,Never,None,N/A (I have never owned a fake ID)
Connecticut,Native American/Alaskan Native,Yes,Heterosexual,Female,No,Yes,No,"$75,000 - $99,999",No,No,Public,5,My school did not offer,10+,4,"Advocacy, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Internship (unpaid), Music, Religious group, Student Government, Work/Internship (Paid), Study Abroad",Yes,No,Regular Decision,,No,,No,,No,No,No,"Cost, Location, Brand name/rankings","Campus tour, Commodore Launch",College of Arts of Science,"Yes, Peabody","Yes, as a pre-med student",East,Hank Ingram,"Yes, full cost of attendence",No,$0 ,Not sure,5,6,3,5,6,5,2,2,7,"I am eligible to vote, but am not registered",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,"White/Caucasian, African American/Black, Native American/Alaskan Native",Yes,Heterosexual,Male,No,Yes,No,"$50,000 - $74,999",No,No,Private,10+,My school did not offer,10+,0,"Athletics, Community Service, Religious group",No,No,EDII,,No,,Yes,33,No,No,No,"Cost, Location, Academics","Anchor Day, Commodore Launch",College of Arts of Science,No,No,North,North,"Yes, full cost of attendence",No,$0 ,Not sure,6,4,3,4,4,4,1,1,3,"Yes, in Tennessee",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Nevada,Asian/Pacific Islander,No,Heterosexual,Female,No,No,No,"$50,000 - $74,999",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Community Service, Internship (unpaid), Music",Yes,No,Regular Decision,,No,,Yes,35,No,No,No,"Academics, Post-grad opportunities, Brand name/rankings",Commodore Launch,College of Arts of Science,No,"Yes, as a pre-med student",Gillette,Stambaugh,"Yes, full cost of attendence",No,"$5,000 - $9,999",No,3,3,4,5,6,3,7,7,6,"I am eligible to vote, but am not registered",Yes,3,Never,Never,None,N/A (I have never owned a fake ID)
London England,African American/Black,No,Heterosexual,Female,No,No,No,"$0 - $49,999",No,No,Private,My school did not offer,My school did not offer,My school did not offer,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Cultural and Affinity Clubs, Dance, Family Responsibilities, Internship (unpaid), Journalism, JROTC, Music, Model UN, Religious group, Research, Speech and Debate, Student Government, Theater, Visual Art, Work/Internship (Paid)",Yes,No,Regular Decision,"Duke, Georgia Tech, Notre Dame",No,,No,,No,No,No,"Cost, Location, Academics, School size, Brand name/rankings, Campus",MOSAIC,College of Arts of Science,"Yes, Peabody","Yes, as a pre-law student",Hank Ingram,Hank Ingram,"Yes, full cost of attendence","Yes, partial tuition",I don't know,Not sure,6,1,7,4,4,1,7,5,1,"I am eligible to vote, but am not registered",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Oklahoma,Asian/Pacific Islander,No,Gay/lesbian,Female,No,No,No,"$100,000 - $149,999",No,No,Public,My school did not offer,My school did not offer,My school did not offer,My school did not offer,"Community Service, Internship (unpaid), Visual Art",No,No,EDI,,Yes,1590,No,,No,No,No,"Cost, Academics, Brand name/rankings",None,College of Arts of Science,No,"Yes, as a pre-law student",East,East,"Yes, more than half the cost of attendance",No,"$150,000 - $200,000",Not sure,2,4,3,6,4,1,7,5,7,I am not eligible to vote,No,2,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,Asian/Pacific Islander,No,Bisexual/pansexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Music",No,No,Regular Decision,,No,,Yes,35,No,No,No,"Cost, Location, Academics",Dore For A Day,College of Arts of Science,No,"Yes, as a pre-med student",East,East,"Yes, less than half the cost of attendance",No,$0 ,No,2,6,3,5,4,3,7,7,7,"Yes, in Tennessee",No,1,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,"White/Caucasian, African American/Black",No,Heterosexual,Female,No,Yes,No,"$0 - $49,999",No,No,Public,1,My school did not offer,My school did not offer,2,Work/Internship (Paid),No,No,EDI,"Etsu, mit, yale, emory, duke",No,,No,,No,No,No,"Cost, Location, Academics, Post-grad opportunities, Brand name/rankings, Campus",Dore For A Day,College of Arts of Science,No,"Yes, as a pre-med student",Gillette,Stambaugh,"Yes, full cost of attendence",No,$0 ,No,1,6,4,4,7,1,7,7,7,"I am eligible to vote, but am not registered",Yes,2,Once a week,Once a week,,Virginia
Texas,White/Caucasian,Yes,Bisexual/pansexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,6,0,My school did not offer,4,"Academic Clubs/Competition, Athletics, Community Service",No,No,EDI,A&M,No,,No,,No,No,No,"Academics, Post-grad opportunities, Campus","Campus tour, Commodore Launch",School of Engineering,No,No,Sutherland,Sutherland,"Yes, more than half the cost of attendance",No,$0 ,No,1,4,3,2,6,2,7,5,7,"Yes, in my home state/country",No,0,Once a month,Never,None,N/A (I have never owned a fake ID)
Georgia,African American/Black,No,Heterosexual,Female,No,No,No,"$50,000 - $74,999",No,No,Public,4,My school did not offer,My school did not offer,10+,"Academic Clubs/Competition, Journalism, Music, Study Aboard Program",No,No,Regular Decision,Georgia Insitute of Technology ,No,,No,,No,No,No,"Cost, Academics, Post-grad opportunities",Campus tour,School of Engineering,No,No,North,North,"Yes, more than half the cost of attendance",No,"$15,000 - $19,999",Not sure,4,4,1,1,7,7,7,7,7,"I am eligible to vote, but am not registered",No,2,Never,Never,None,N/A (I have never owned a fake ID)
North Carolina,White/Caucasian,No,Heterosexual,Male,No,No,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,7,3,"Academic Clubs/Competition, Athletics, Community Service",No,No,EDI,,No,,Yes,36,No,No,No,"Location, Academics, School size","Campus tour, Anchor Day, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Murray,Hank Ingram,"Yes, less than half the cost of attendance","Yes, partial tuition",$0 ,No,4,4,3,2,3,2,3,4,4,"Yes, in my home state/country",Yes,1,Once a semester,Never,None,N/A (I have never owned a fake ID)
South Korea,Asian/Pacific Islander,No,Heterosexual,Male,No,No,No,"$75,000 - $99,999",No,No,Private,10+,My school did not offer,2,My school did not offer,"Academic Clubs/Competition, Community Service, Family Responsibilities, Student Government",Yes,No,EDII,,Yes,1550,No,,No,No,No,"Location, Academics, Post-grad opportunities",Campus tour,College of Arts of Science,"Yes, A&S","Yes, as a pre-law student",Hank Ingram,Hank Ingram,No,No,"$40,000 - $49,999",No,4,4,4,4,4,4,4,4,4,I am not eligible to vote,No,5,Never,Never,,
Nebraska,White/Caucasian,No,Heterosexual,Male,No,No,No,"$75,000 - $99,999",Yes,No,Public,2,My school did not offer,2,5,Athletics,Yes,No,Regular Decision,Vanderbilt ,No,0,Yes,23,No,No,No,"Academics, Post-grad opportunities, Brand name/rankings",None,College of Arts of Science,No,No,Crawford,Crawford,No,No,$0 ,No,6,3,7,4,4,6,1,4,3,"Yes, in my home state/country",No,1,Never,Never,None,N/A (I have never owned a fake ID)
Florida,White/Caucasian,No,Heterosexual,Male,No,No,No,"$75,000 - $99,999",Yes,No,Private,0,0,4,0,Athletics,No,No,Regular Decision,,No,,No,,No,No,No,"Location, Academics, Campus",None,College of Arts of Science,No,No,Crawford,East,"Yes, less than half the cost of attendance",No,$0 ,No,7,1,7,4,4,4,1,1,1,"Yes, in my home state/country",Yes,3,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,African American/Black,No,Heterosexual,Male,No,No,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Athletics, Community Service, Cultural and Affinity Clubs, Family Responsibilities, Religious group, Research, Speech and Debate",No,No,Regular Decision,"Rice, WashU, Northwestern, UMBC, UTK, Boston College, Boston University, Reed College, UT Dallas, university of Oklahoma, university of notre dame, university of Portland ",Yes,1540,Yes,36,No,No,No,"Location, Academics, Campus",Campus tour,College of Arts of Science,"Yes, Engineering","Yes, as a pre-med student",East,Hank Ingram,"Yes, less than half the cost of attendance",No,"$200,000 - $249,000",Not sure,4,2,5,1,3,2,5,2,6,I am registered to vote but do not vote,No,0,Never,Never,None,N/A (I have never owned a fake ID)
California,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$1,000,000 or more",No,No,Public,8,My school did not offer,2,4,"Athletics, Community Service, Music, Work/Internship (Paid)",No,No,Regular Decision,"Tulane, UCSB, UW, ",No,,No,,No,No,No,"Location, Academics, Post-grad opportunities, Brand name/rankings","Campus tour, 'Dore For A Day",College of Arts of Science,"Yes, Peabody","Yes, on another pre-professional track",Hank Ingram,Hank Ingram,No,No,$0 ,"Yes, I plan to participate in Panhellenic recruitment",3,7,2,2,4,2,7,4,6,"I am eligible to vote, but am not registered",No,2,Never,Never,None,N/A (I have never owned a fake ID)
Texas,African American/Black,No,Heterosexual,Female,No,No,No,"$300,000 - $499,999",No,No,Public,10+,My school did not offer,My school did not offer,0,"Academic Clubs/Competition, Athletics, Community Service, Marching Band",No,No,Regular Decision,"Case Western Reserve University, Baylor University, LSU",Yes,1490,No,,No,No,No,"Academics, Post-grad opportunities, Brand name/rankings","Dore For A Day, Commodore Launch, MOSAIC, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-law student",Sutherland,Hank Ingram,No,No,$0 ,Not sure,3,6,4,4,7,1,7,7,7,"Yes, in my home state/country",No,0,Once a month,Never,None,N/A (I have never owned a fake ID)
Illinois,White/Caucasian,Yes,Gay/lesbian,Male,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,10+,0,"Advocacy, Athletics, Cultural and Affinity Clubs, Visual Art, Work/Internship (Paid)",No,No,Regular Decision,"Duke University, Willamette University, University of Puget Sound, University of Washington at Seattle, University of Tulsa",Yes,1540,No,,No,No,No,"Cost, Academics, Campus","Dore For A Day, Commodore Launch",College of Arts of Science,No,No,Stambaugh,Stambaugh,No,"Yes, full tuition",$0 ,No,1,7,4,5,7,1,7,7,7,"I am eligible to vote, but am not registered",No,1,Once a month,Once a semester,None,N/A (I have never owned a fake ID)
Tennessee,Asian/Pacific Islander,No,Heterosexual,Male,No,No,No,"$100,000 - $149,999",No,No,Public,5,My school did not offer,7,3,"Academic Clubs/Competition, Community Service, JROTC, Speech and Debate, Student Government",No,No,Regular Decision,"Austin Peay State Universiyt, University of Memphis, University of Tennessee -- KNoxville, Rhodes College, Villanova, Syracuse University, Columbia, Rowan University",No,0,No,29,No,No,No,"Cost, Location, Brand name/rankings","Anchor Day, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-law student",North,Hank Ingram,"Yes, more than half the cost of attendance",No,$0 ,No,4,4,2,2,1,1,4,1,3,I am registered to vote but do not vote,,,,,,
Alabama,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$75,000 - $99,999",No,No,Public,10+,My school did not offer,9,0,"Academic Clubs/Competition, Advocacy, Community Service, Family Responsibilities, Internship (unpaid), JROTC, Music, Model UN, Research, Speech and Debate, Theater, Work/Internship (Paid)",No,No,EDI,"Tulane, Auburn ",No,,No,,No,No,No,"Academics, Brand name/rankings, Campus",Campus tour,College of Arts of Science,No,No,Stambaugh,Memorial,"Yes, more than half the cost of attendance",No,"$10,000 - $14,999",No,2,6,4,5,2,1,7,6,7,"Yes, in my home state/country",Yes,3,Never,Never,None,N/A (I have never owned a fake ID)
New Jersey,White/Caucasian,No,Gay/lesbian,Male,No,No,No,"$0 - $49,999",No,No,Public,5,My school did not offer,10+,My school did not offer,"Community Service, Music, Theater, Work/Internship (Paid)",No,No,Regular Decision,,No,,No,,No,No,No,"Cost, Location, Academics","Campus tour, 'Dore For A Day, Commodore Launch",College of Arts of Science,No,No,Sutherland,Sutherland,"Yes, more than half the cost of attendance",No,"$10,000 - $14,999",No,2,7,7,3,7,1,7,7,7,"I am eligible to vote, but am not registered",,0,Never,Never,None,N/A (I have never owned a fake ID)
Texas,"White/Caucasian, Native American/Alaskan Native",Yes,Heterosexual,Female,No,Yes,No,"$0 - $49,999",No,No,Public,8,My school did not offer,10+,4,"Academic Clubs/Competition, Advocacy, Community Service, Family Responsibilities",No,No,Regular Decision,"UT Austin, Texas A&M, Northwestern, John Hopkins, Tufts",No,,No,,No,No,No,"Cost, School size, Campus",Anchor Day (admitted students day),School of Engineering,No,No,Gillette,Crawford,"Yes, full cost of attendence",No,$0 ,No,3,6,3,1,4,3,7,5,6,I am registered to vote but do not vote,No,0,Never,Never,,N/A (I have never owned a fake ID)
Illinois,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$500,000 - $749,999",No,No,Public,8,My school did not offer,10+,0,"Community Service, Music, Theater, Work/Internship (Paid)",No,No,Waitlist,"University of Denver, NYU, Denison, Macalester, Lehigh, Loyola University Chicago ",No,,No,,No,No,No,"Academics, Brand name/rankings, Campus",Campus tour,Peabody College of Education and Human Development,No,No,Stambaugh,Stambaugh,No,No,$0 ,Not sure,3,7,4,3,6,3,7,7,4,"I am eligible to vote, but am not registered",No,0,Twice a week,Once a month,None,Maryland
Maryland,African American/Black,No,Bisexual/pansexual,Male,No,Yes,No,"$300,000 - $499,999",No,No,Private,4,My school did not offer,10+,3,"Academic Clubs/Competition, Advocacy, Community Service, Cultural and Affinity Clubs, Music, Religious group, Student Government",No,No,Regular Decision,"Howard University, Dartmouth College, Hult International Business School, UNC Chapel Hill, University of Notre Dame, Wake Forest University, College of WIlliam and Mary",No,,No,,No,No,No,"Location, Academics, Campus",MOSAIC,College of Arts of Science,No,No,Murray,Murray,No,No,"$250,000 or more",No,2,7,2,3,6,1,5,7,6,"I am eligible to vote, but am not registered",Yes,3,Never,Never,None,N/A (I have never owned a fake ID)
Illinois,White/Caucasian,No,Heterosexual,Male,No,No,No,"$500,000 - $749,999",No,No,Public,10+,My school did not offer,6,2,"Music, Speech and Debate, Theater, Work/Internship (Paid)",No,No,EDI,,Yes,1570,No,,No,No,No,"Location, Academics, Faculty","Campus tour, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",Blair School of Music,No,No,Gillette,Hank Ingram,No,No,$0 ,Not sure,1,7,3,6,4,1,5,2,5,"Yes, in my home state/country",Yes,4,Twice a week,Once a week,None,N/A (I have never owned a fake ID)
